ntw	slice	metrics	min	max	mean	p25	p50	p75
"BR01"	"br01_201208.xlsx"	"Closeness"	0	0	0	0	0	0
"BR01"	"br01_201208.xlsx"	"Betweenness"	0	3229.3597	124.85541	0	1.1686508	70.654668
"BR01"	"br01_201208.xlsx"	"Eigenvalue"	-.3503953	0	-.06503843	-.08204015	-.04608732	-.01719863
"BR01"	"br01_201207.xlsx"	"In-Degree"	0	33	4.5752212	.75	3	6
"BR01"	"br01_201207.xlsx"	"Out-Degree"	0	44	4.5752212	.75	3	6
"BR01"	"br01_201207.xlsx"	"Closeness"	0	0	0	0	0	0
"BR01"	"br01_201207.xlsx"	"Betweenness"	0	3530.9944	125.12568	0	2.7175325	56.556142
"BR01"	"br01_201207.xlsx"	"Eigenvalue"	-.35668494	0	-.06562191	-.08148152	-.04842102	-.01687746
"BR01"	"br01_201206.xlsx"	"In-Degree"	0	36	4.8230088	1	3	6
"BR01"	"br01_201206.xlsx"	"Out-Degree"	0	46	4.8230088	1	3	6
"BR01"	"br01_201206.xlsx"	"Closeness"	0	0	0	0	0	0
"BR01"	"br01_201206.xlsx"	"Betweenness"	0	3623.5575	125.39835	0	1.8666667	74.097125
"BR01"	"br01_201206.xlsx"	"Eigenvalue"	0	.36431648	.06589199	.01503738	.05080524	.08665907
"BR01"	"br01_201205.xlsx"	"In-Degree"	0	37	4.826087	1	3	6
"BR01"	"br01_201205.xlsx"	"Out-Degree"	0	50	4.826087	1	3	6
"BR01"	"br01_201205.xlsx"	"Closeness"	0	0	0	0	0	0
"BR01"	"br01_201205.xlsx"	"Betweenness"	0	4006.1188	127.94663	0	1	76.300611
"BR01"	"br01_201205.xlsx"	"Eigenvalue"	-.40389817	0	-.06450402	-.08667799	-.05095726	-.01412252
"BR01"	"br01_201204.xlsx"	"In-Degree"	0	37	4.8869565	1	3	6.75
"BR01"	"br01_201204.xlsx"	"Out-Degree"	0	50	4.8869565	1	3	6.75
"BR01"	"br01_201204.xlsx"	"Closeness"	0	0	0	0	0	0
"BR01"	"br01_201204.xlsx"	"Betweenness"	0	3683.3764	121.63565	0	1.25	55.173643
"BR01"	"br01_201204.xlsx"	"Eigenvalue"	0	.39705355	.06494428	.01613231	.04895484	.08695486
"BR01"	"br01_201203.xlsx"	"In-Degree"	0	37	4.8070175	1	2	7
"BR01"	"br01_201203.xlsx"	"Out-Degree"	0	43	4.8070175	1	2	7
"BR01"	"br01_201203.xlsx"	"Closeness"	0	0	0	0	0	0
"BR01"	"br01_201203.xlsx"	"Betweenness"	0	3660.2103	120.99847	0	1.4204785	71.507839
"BR01"	"br01_201203.xlsx"	"Eigenvalue"	-.37239499	1.113e-43	-.06550211	-.09238157	-.05089187	-.01299482
"BR01"	"br01_201202.xlsx"	"In-Degree"	0	36	4.699115	1	2	6
"BR01"	"br01_201202.xlsx"	"Out-Degree"	0	39	4.699115	1	2	6
"BR01"	"br01_201202.xlsx"	"Closeness"	0	0	0	0	0	0
"BR01"	"br01_201202.xlsx"	"Betweenness"	0	3676.9456	120.22466	0	1.5	56.818258
"BR01"	"br01_201202.xlsx"	"Eigenvalue"	-.33991864	2.416e-41	-.06542207	-.09234755	-.04557528	-.01229793
"BR01"	"br01_201201.xlsx"	"In-Degree"	0	36	4.5840708	1	2	6
"BR01"	"br01_201201.xlsx"	"Out-Degree"	0	40	4.5840708	1	2	6
"BR01"	"br01_201201.xlsx"	"Closeness"	0	0	0	0	0	0
"BR01"	"br01_201201.xlsx"	"Betweenness"	0	3787.3557	127.09777	0	.98245614	111.20182
"BR01"	"br01_201201.xlsx"	"Eigenvalue"	0	.38895413	.06441128	.01008349	.04918019	.08617354
"CA01"	"ca10_032015.xlsx"	"In-Degree"	4	5	4.8333333	5	5	5
"CA01"	"ca10_032015.xlsx"	"Out-Degree"	4	5	4.8333333	5	5	5
"CA01"	"ca10_032015.xlsx"	"Closeness"	7.615e-08	2.492e-07	1.775e-07	8.823e-08	2.018e-07	2.478e-07
"CA01"	"ca10_032015.xlsx"	"Betweenness"	0	.25	.04166667	0	0	0
"CA01"	"ca10_032015.xlsx"	"Eigenvalue"	-.41935849	-.34740795	-.40736673	-.41935849	-.41935849	-.41935849
"CA01"	"ca09_022015.xlsx"	"In-Degree"	4	5	4.8333333	5	5	5
"CA01"	"ca09_022015.xlsx"	"Out-Degree"	4	5	4.8333333	5	5	5
"CA01"	"ca09_022015.xlsx"	"Closeness"	7.992e-08	2.729e-07	1.852e-07	1.121e-07	1.871e-07	2.721e-07
"CA01"	"ca09_022015.xlsx"	"Betweenness"	0	.25	.04166667	0	0	0
"CA01"	"ca09_022015.xlsx"	"Eigenvalue"	-.41935849	-.34740795	-.40736673	-.41935849	-.41935849	-.41935849
"CA01"	"ca08_012015.xlsx"	"In-Degree"	5	5	5	5	5	5
"CA01"	"ca08_012015.xlsx"	"Out-Degree"	5	5	5	5	5	5
"CA01"	"ca08_012015.xlsx"	"Closeness"	1.281e-07	2.901e-07	2.236e-07	1.854e-07	2.289e-07	2.802e-07
"CA01"	"ca08_012015.xlsx"	"Betweenness"	0	0	0	0	0	0
"CA01"	"ca08_012015.xlsx"	"Eigenvalue"	-.40824829	-.40824829	-.40824829	-.40824829	-.40824829	-.40824829
"CA01"	"ca07_122014.xlsx"	"In-Degree"	4	5	4.8333333	5	5	5
"CA01"	"ca07_122014.xlsx"	"Out-Degree"	4	5	4.8333333	5	5	5
"CA01"	"ca07_122014.xlsx"	"Closeness"	7.457e-08	3.051e-07	2.027e-07	1.333e-07	2.127e-07	2.777e-07
"CA01"	"ca07_122014.xlsx"	"Betweenness"	0	.25	.04166667	0	0	0
"CA01"	"ca07_122014.xlsx"	"Eigenvalue"	-.41935849	-.34740795	-.40736673	-.41935849	-.41935849	-.41935849
"CA01"	"ca06_112014.xlsx"	"In-Degree"	5	5	5	5	5	5
"CA01"	"ca06_112014.xlsx"	"Out-Degree"	5	5	5	5	5	5
"CA01"	"ca06_112014.xlsx"	"Closeness"	7.459e-08	2.448e-07	1.720e-07	1.203e-07	1.848e-07	2.225e-07
"CA01"	"ca06_112014.xlsx"	"Betweenness"	0	0	0	0	0	0
"CA01"	"ca06_112014.xlsx"	"Eigenvalue"	-.40824829	-.40824829	-.40824829	-.40824829	-.40824829	-.40824829
"CA01"	"ca05_102014.xlsx"	"In-Degree"	5	5	5	5	5	5
"CA01"	"ca05_102014.xlsx"	"Out-Degree"	5	5	5	5	5	5
"CA01"	"ca05_102014.xlsx"	"Closeness"	5.745e-08	2.968e-07	1.873e-07	1.410e-07	1.881e-07	2.522e-07
"CA01"	"ca05_102014.xlsx"	"Betweenness"	0	0	0	0	0	0
"CA01"	"ca05_102014.xlsx"	"Eigenvalue"	-.40824829	-.40824829	-.40824829	-.40824829	-.40824829	-.40824829
"CA01"	"ca04_092014.xlsx"	"In-Degree"	5	5	5	5	5	5
"CA01"	"ca04_092014.xlsx"	"Out-Degree"	5	5	5	5	5	5
"CA01"	"ca04_092014.xlsx"	"Closeness"	7.013e-08	2.741e-07	1.735e-07	1.007e-07	1.937e-07	2.089e-07
"CA01"	"ca04_092014.xlsx"	"Betweenness"	0	0	0	0	0	0
"CA01"	"ca04_092014.xlsx"	"Eigenvalue"	-.40824829	-.40824829	-.40824829	-.40824829	-.40824829	-.40824829
"CA01"	"ca03_082014.xlsx"	"In-Degree"	4	5	4.6666667	4	5	5
"CA01"	"ca03_082014.xlsx"	"Out-Degree"	3	5	4.6666667	4	5	5
"CA01"	"ca03_082014.xlsx"	"Closeness"	8.148e-08	2.226e-07	1.561e-07	1.057e-07	1.606e-07	2.057e-07
"CA01"	"ca03_082014.xlsx"	"Betweenness"	0	.66666667	.11111111	0	0	0
"CA01"	"ca03_082014.xlsx"	"Eigenvalue"	.27745087	.42965591	.40428841	.42965591	.42965591	.42965591
"CA01"	"ca02_072014.xlsx"	"In-Degree"	5	5	5	5	5	5
"CA01"	"ca02_072014.xlsx"	"Out-Degree"	5	5	5	5	5	5
"CA01"	"ca02_072014.xlsx"	"Closeness"	7.006e-08	3.238e-07	1.843e-07	1.213e-07	1.953e-07	2.003e-07
"CA01"	"ca02_072014.xlsx"	"Betweenness"	0	0	0	0	0	0
"CA01"	"ca02_072014.xlsx"	"Eigenvalue"	-.40824829	-.40824829	-.40824829	-.40824829	-.40824829	-.40824829
"CA01"	"ca01_062014.xlsx"	"In-Degree"	5	5	5	5	5	5
"CA01"	"ca01_062014.xlsx"	"Out-Degree"	5	5	5	5	5	5
"CA01"	"ca01_062014.xlsx"	"Closeness"	9.181e-08	3.036e-07	1.831e-07	1.189e-07	1.759e-07	2.326e-07
"CA01"	"ca01_062014.xlsx"	"Betweenness"	0	0	0	0	0	0
"CA01"	"ca01_062014.xlsx"	"Eigenvalue"	-.40824829	-.40824829	-.40824829	-.40824829	-.40824829	-.40824829
